user_id,sofifa_id,rating
39953,255636,3.5
122263,209423,1.5
59880,190460,5.0
42643,184134,2.0
122683,257722,3.5
50579,243715,3.0
17037,257234,3.0
132220,192227,4.5
74365,199354,3.0
104830,257318,3.5
130091,246402,2.0
122234,212622,5.0
114205,152996,4.5
48791,150477,3.5
135580,236462,2.0
131433,220651,2.0
128212,236167,1.5
117748,192342,4.5
100692,258409,1.5
125415,198504,3.0
64452,206511,2.5
43752,254496,3.0
81391,189484,3.0
79322,258464,2.5
118213,247468,1.5
85111,230374,2.0
112240,152996,3.5
8687,184392,3.0
67592,210925,2.5
120298,190982,1.5
21286,208334,3.5
76548,211221,1.5
64073,184575,1.5
135522,189024,2.0
15720,178422,3.0
136623,231866,4.5
59505,225191,2.0
103197,210377,1.5
116817,235600,3.0
47917,225508,3.5
64426,143001,5.0
6024,204372,3.0
28190,217699,3.5
137132,232654,2.0
23247,185122,5.0
82849,245299,2.5
57370,177712,4.0
60486,183997,3.0
47755,162131,4.5
97283,188124,4.0
48543,217710,3.0
82395,242618,1.5
133837,216433,2.0
131127,177326,5.0
31,225543,3.5
110979,204401,3.0
67376,228366,1.5
113693,209711,3.0
20560,244233,1.5
76649,245453,1.5
49022,211438,3.0
5114,252698,2.0
133183,236632,5.0
123352,221219,3.5
88570,201993,2.5
123625,205525,4.5
38233,246601,2.5
83521,246259,2.5
130004,189165,4.0
50815,244464,2.0
106163,189331,2.0
40020,183177,3.0
34069,188377,2.5
135713,194679,1.5
91614,252097,3.0
101347,225519,2.5
91641,233767,3.5
89040,209846,4.0
33235,255000,1.5
33760,222306,2.0
118331,228698,3.0
49292,233564,1.5
71739,238009,1.5
14494,192616,3.0
82739,258682,3.0
3882,197225,4.5
58261,250909,1.5
46426,252869,3.0
69108,222315,2.0
109221,177134,4.0
118931,102064,3.5
108675,250989,3.0
20651,207566,4.0
136628,236368,3.5
95750,258534,3.0
31436,211302,2.0
99732,244749,2.0
52201,194765,3.0
104833,229294,2.0
125350,234293,2.0
121243,186672,3.0
28584,244464,2.5
67366,239801,2.0
35377,225995,3.0
55970,177482,3.5
51233,217093,1.5
39293,258745,3.5
124234,252757,2.0
136252,211844,3.0
121841,115909,4.0
26712,207948,2.0
78704,204349,3.5
26444,248588,2.0
115204,230498,2.5
100027,215570,3.5
84761,247057,2.5
47472,223241,2.5
95287,233867,3.5
117101,229728,4.0
41409,231956,3.5
50987,247026,2.5
74806,233957,1.5
43195,252327,3.0
58822,222163,3.5
52353,178224,3.5
9459,252225,1.5
7361,184431,4.5
28902,246595,2.0
6769,207805,2.5
62049,243125,3.0
54931,223668,4.0
61359,230070,2.5
52223,213922,3.5
120041,208670,2.5
9056,173521,4.5
28548,188942,3.0
19848,254223,2.0
47062,222322,3.5
37914,239145,1.5
216,203042,3.5
38294,241159,4.0
88286,168530,4.5
133236,205069,3.5
95639,246711,2.0
87087,227767,2.0
94047,245307,1.5
17343,257221,3.0
10253,212150,2.0
64315,253678,2.5
20081,251256,3.0
98461,255208,1.0
53809,213613,4.0
97517,215061,5.0
4626,142707,2.5
123865,188177,4.0
46040,231928,3.0
133066,220388,1.5
82985,232609,3.5
122878,253878,3.0
24693,217648,3.5
98289,237695,3.5
109758,184251,2.5
31778,200235,2.5
64926,229221,3.0
63752,176993,4.0
9319,186536,2.5
137998,183483,4.0
32618,193338,3.5
43388,243668,1.5
95038,199620,1.5
83059,225169,3.0
44336,168580,4.0
5956,251934,2.5
44776,208722,5.0
6832,230271,2.0
91858,241985,1.5
60654,211862,2.0
31003,205481,1.5
42471,230362,3.5
103347,221584,1.5
116710,245233,2.0
123488,241134,3.0
85207,255034,2.5
91223,217138,2.5
6205,211176,3.0
110245,235413,3.0
129772,241687,2.0
126539,234515,3.0
82360,253531,2.5
45960,245981,2.5
11334,202685,4.0
135863,184484,5.0
66586,192651,2.0
74164,210862,2.5
80943,194932,4.0
84112,198630,2.0
125322,211107,3.5
78953,235552,4.0
46085,234457,2.0
93122,251431,3.5
60332,186550,3.5
135776,178509,5.0
68930,184042,3.0
23376,232363,2.5
10342,202493,2.5
31962,226116,1.5
31042,247720,1.0
132189,1179,5.0
43781,251236,2.0
84930,255395,3.0
60961,225711,5.0
70144,253587,1.5
61664,200315,3.5
76954,53914,2.5
86465,222527,1.5
105286,245532,3.5
130178,192370,3.5
48251,207566,4.5
36679,222404,1.5
72545,188336,4.0
89707,236010,3.0
79028,200841,1.5
59594,242384,4.0
2044,229508,1.5
68626,230235,2.0
94930,255976,2.0
136946,197781,5.0
27207,179944,3.0
81691,212350,3.0
85768,232412,2.5
55431,221491,4.0
6717,199636,2.0
63944,251700,4.0
87806,183491,2.0
51387,245283,4.0
125378,220600,3.5
116256,192641,2.0
63728,171579,3.0
68143,182632,3.0
27246,239948,1.5
47420,161956,3.0
7015,157515,1.5
110212,176550,2.0
14739,213400,2.0
43009,193301,3.0
15772,243552,4.0
71429,237377,3.5
131970,188879,2.5
24443,257502,2.5
23701,252076,2.5
88558,255471,4.0
133538,164994,2.0
82985,254503,3.5
22002,235520,3.0
137753,166841,3.0
98194,202413,3.0
4892,188091,3.0
53415,257227,3.0
23938,143121,4.5
94393,199569,1.5
17741,213565,3.0
104345,203304,1.5
136806,258602,3.0
77242,224196,3.5
85171,247238,2.0
96508,218744,2.5
48600,251309,4.0
74629,244854,1.5
76528,257308,3.0
137331,218659,3.0
111633,255877,1.5
6475,146758,2.5
46078,199434,4.5
35748,210489,3.5
93576,216530,1.5
111373,258366,3.0
27839,193747,4.0
69438,226232,1.5
65283,212476,3.0
72297,238922,2.5
3023,254860,3.0
5737,205334,3.0
45021,208129,2.0
8213,248575,4.0
64181,191173,4.0
8102,257779,2.5
9435,219181,4.0
129109,168580,4.0
37609,199935,4.0
37260,253838,3.0
135397,163705,4.0
62726,237548,4.0
78692,208334,5.0
93094,215399,3.0
36887,104389,3.0
14154,199665,3.0
9612,236572,2.5
31639,244407,3.0
27077,184716,2.5
42332,230515,3.5
24991,257967,2.5
132734,215561,1.5
86105,229270,2.0
16197,203834,3.0
122744,210413,2.5
13031,203423,3.0
122393,246849,1.5
104192,251756,3.5
64662,251450,3.0
99301,252718,3.0
103340,170368,4.0
125467,164568,2.0
123310,230237,2.0
115905,167397,3.5
20748,203903,1.5
37639,167841,2.0
101778,243866,2.5
64635,251281,2.5
126673,185068,1.5
117515,212886,2.0
132831,258804,3.0
114689,232526,2.0
1587,200389,4.5
40638,226791,1.5
97948,241474,3.5
117231,206222,4.0
43292,213938,3.5
75542,225245,3.5
16841,254968,3.0
14368,178007,3.5
56806,238091,3.5
118633,236267,4.0
74219,195033,2.5
75504,223370,4.0
51824,244788,2.0
125110,233138,2.0
13412,235374,3.5
114971,202556,2.5
101357,203161,3.5
4436,236842,3.5
36781,220742,2.0
43188,248856,2.5
124363,255005,3.0
29417,232714,1.5
30349,253216,1.5
78113,226431,3.5
9628,251364,2.0
132108,231064,3.0
39369,258413,2.0
11897,163699,3.0
91284,222665,5.0
23610,219411,4.5
99968,228702,5.0
97143,187988,1.5
24775,224406,2.0
60255,258895,3.5
107666,178415,4.5
10169,244179,2.5
18960,183945,3.5
5064,239053,4.5
43131,192445,4.5
110476,255968,3.5
100379,233231,3.5
59689,256622,3.5
114323,189885,2.0
11960,179527,4.5
126939,211891,4.0
86419,233679,2.5
65478,209548,3.0
5490,245037,2.0
27285,184144,3.5
32565,215020,3.5
44905,192001,1.5
117230,235140,2.0
79902,258228,3.0
75907,258903,2.0
15032,257371,2.5
122169,198991,3.0
130922,193165,2.0
22469,257478,3.0
99916,198219,4.5
55657,196910,2.5
900,248492,3.0
119421,187013,1.5
86759,227796,4.0
26636,178614,1.5
94987,254544,2.5
114931,241707,3.5
99266,229168,2.0
71858,209177,3.0
134730,54050,4.0
64117,212481,2.0
30793,253537,2.5
125157,215466,2.5
14697,247534,4.0
44049,228124,1.5
108170,244800,3.0
42681,231954,2.5
39889,239028,3.0
62663,248092,3.0
8169,254649,2.0
60394,220772,2.0
72782,219693,3.5
11859,237772,1.5
12679,182521,5.0
130642,229683,4.0
85538,189059,4.0
113167,230666,4.0
6651,204946,2.0
3389,210010,4.0
138428,243378,1.5
14819,201085,3.0
12195,105846,3.0
48340,226710,1.5
71078,256029,1.5
121827,236454,1.5
26711,226753,3.0
29993,221538,2.5
42823,253009,3.5
133762,243866,1.5
60040,244135,4.0
119743,205194,3.5
32074,197166,1.5
52075,222453,2.5
104479,163587,4.0
112349,207439,4.0
34559,258553,2.5
65153,247503,3.0
93391,189224,3.0
45171,225016,3.0
110526,189461,3.5
125726,219693,4.5
56229,223908,1.5
134372,209417,1.5
25841,236998,2.5
12557,236993,3.5
17181,189910,1.0
70045,239360,3.5
37651,230512,3.5
47051,247753,2.5
41220,184819,2.5
119677,243758,2.5
32221,253169,2.0
70445,241131,3.5
121655,255210,3.5
8740,214136,1.5
89536,232926,1.5
93953,186876,1.5
23353,256624,2.0
138439,250785,3.0
37180,255873,3.0
4331,204277,3.5
59970,211033,2.5
90782,254428,2.0
30367,257279,2.5
67300,200888,5.0
10333,236920,3.0
46963,253753,2.0
101738,204820,1.5
84705,193098,4.0
16034,162926,3.0
59688,240429,1.5
26897,183569,2.5
129567,177457,5.0
123590,225289,3.0
95746,209456,2.5
26421,232671,1.5
103610,201862,2.0
6407,250952,3.5
56302,244919,1.5
14630,176733,2.0
17034,223016,1.5
29170,194365,2.0
46273,244497,2.5
127184,240120,2.0
62060,238759,1.5
104583,244241,1.0
116799,154950,4.0
89333,164468,3.0
56671,152747,4.5
25034,163694,2.0
895,197655,4.5
116587,216270,2.0
50968,143745,5.0
69501,254275,2.5
112478,219688,2.5
127398,50542,4.5
135209,241823,3.5
66796,178187,1.5
111254,220834,4.0
131378,238014,2.5
12823,251880,2.5
82935,223046,3.5
74819,190471,4.0
2081,216260,3.0
71523,206098,3.0
111938,251048,3.0
20773,166764,3.5
38177,258482,1.5
52394,207746,4.0
22931,192012,2.5
51953,253294,3.0
45467,253953,2.5
39477,208520,3.5
66051,255850,1.5
78037,235512,3.0
110133,192598,4.0
65040,183666,3.0
124863,220779,3.5
99934,115909,3.5
66147,245057,2.0
120605,236221,3.0
13108,236406,2.0
9583,220528,4.0
101891,215279,1.5
45286,198455,3.5
19712,231614,3.5
7026,211060,3.0
463,242601,3.0
90866,254879,3.0
120013,194669,2.0
78083,243283,2.0
119504,238576,3.0
85384,239480,3.0
49951,189701,1.5
40478,234877,4.0
26241,220018,2.0
88300,204970,4.5
59175,221556,2.0
28077,221285,2.0
73986,246268,1.5
71620,175789,3.5
91437,216267,4.5
86592,202605,3.0
26530,161956,4.0
106558,208670,3.5
136911,238894,2.0
98243,251306,3.0
35760,208334,2.5
133373,235004,2.0
115836,194248,3.0
22875,215693,3.5
110735,181786,5.0
62412,254198,3.0
3213,256505,1.5
92475,256603,3.0
86913,213280,1.5
64748,231720,1.5
54067,191673,2.5
11735,192563,3.0
20293,199110,2.0
133503,192427,3.5
90504,177969,2.5
84440,242612,1.5
50577,243702,3.5
50332,248577,2.0
81675,232436,2.5
51118,247067,1.0
110371,237382,2.0
41772,183512,2.0
127282,229668,2.0
2132,232000,1.5
135171,205078,2.0
135204,251547,2.5
56868,239997,2.0
126036,232955,3.5
6863,240829,2.5
60460,164610,1.5
95075,189586,3.5
45993,201042,3.0
113968,253447,3.0
102668,190416,4.0
113846,200389,5.0
93254,232406,4.0
49407,228357,3.5
37029,189484,3.0
70729,258655,2.5
137368,212478,2.5
137495,178567,2.5
122205,258655,3.0
51903,189165,4.0
128212,224019,2.0
7325,233745,3.0
55427,197655,5.0
63930,187132,2.5
12630,237721,4.0
98731,158856,4.0
29238,236112,3.5
114341,243230,3.0
49829,257697,2.0
74090,200260,4.0
70534,157190,2.0
26859,202515,3.0
132451,248168,1.5
69708,247869,3.5
11832,220287,2.5
90781,227794,2.0
123147,228182,2.0
102179,247542,3.5
48141,233182,2.5
33064,234087,4.0
21967,177621,2.5
81174,221697,4.0
55205,172680,2.0
44516,257028,2.0
132601,247878,2.5
52679,258693,2.5
121154,202126,4.0
34226,255888,3.0
104602,163186,4.0
37671,206536,2.5
69687,202652,2.5
15020,236870,3.5
30078,225519,2.0
7255,191005,3.0
69706,236919,2.0
22526,221201,2.5
83537,242075,2.5
123619,212456,3.0
79934,254641,2.0
66053,224483,3.5
28375,212260,3.5
65210,208989,3.5
61545,194794,4.5
31290,150724,2.5
63373,244170,2.0
33137,184789,2.0
29904,254872,1.5
50577,235162,1.5
112138,190460,3.0
46350,186345,3.0
132741,175934,1.5
21234,241422,1.5
12325,215720,2.0
57051,231095,1.5
96641,258500,2.0
61913,216460,4.5
101284,231352,1.5
28936,192373,2.0
52181,203239,2.5
14176,253320,1.5
56102,250830,2.5
43205,189447,2.0
14334,241825,1.5
95610,258552,1.5
43820,202746,3.5
85130,197655,2.5
95953,159261,2.0
35304,193348,4.5
50138,201993,2.0
118360,257112,3.0
96018,231538,2.0
14207,251630,4.0
36179,211339,4.0
54681,227881,2.0
35598,194092,3.0
121977,187797,2.0
129857,205210,1.5
41821,198710,4.5
76279,210437,3.5
47938,207863,3.0
91359,205255,2.0
114300,193701,2.5
119438,257711,2.0
43586,248765,3.5
29562,258001,1.5
130573,247766,2.5
66250,183975,1.5
86323,212245,5.0
16391,242612,3.5
29999,216437,2.5
67893,241542,3.0
56286,171828,3.0
110500,236007,3.0
90659,152505,3.0
31826,189362,4.0
53,124635,4.5
62693,247216,3.0
63264,206062,2.5
71357,213648,3.5
105091,184716,2.0
50734,257779,3.0
49882,200577,2.5
125862,236169,2.5
82874,202052,2.0
72082,110606,3.0
101232,246649,2.5
110726,258776,1.5
43051,248862,1.5
85317,206411,2.0
86661,233585,3.5
110604,243661,2.5
21766,177604,4.0
74119,190875,3.5
66113,183339,4.0
124554,193698,3.0
14212,199652,4.5
674,197511,1.0
18125,257256,2.5
23203,239841,1.5
2206,240333,3.5
76977,193747,5.0
99742,231102,3.5
53057,255255,1.5
123999,213260,3.0
124816,242633,1.5
40684,248712,2.0
106696,188545,4.0
51512,175789,4.0
94930,172114,4.5
132584,212807,3.0
7241,213648,1.5
45811,219451,3.5
73844,206536,1.5
13838,226078,4.0
55894,194794,4.0
135664,198624,3.0
26400,199422,4.0
62017,251207,2.5
43778,237630,3.0
132543,232817,3.5
132068,236572,2.0
53294,203590,3.0
6444,243360,2.5
95731,199151,3.0
77699,235183,3.0
136785,178031,2.5
101588,224656,3.0
121481,240227,1.5
73578,219712,4.0
51774,257392,2.5
92555,168621,4.0
2717,219803,2.5
85784,253170,2.0
103401,193344,2.0
24311,139068,2.0
90269,184484,3.0
94160,225189,1.5
48194,255179,3.0
73517,251977,3.5
77148,240606,3.0
71729,213301,3.5
40375,253803,3.5
741,200519,2.0
98150,243230,1.5
46350,219133,3.5
107088,257309,2.5
121865,248702,1.5
8480,228742,3.0
8427,233502,3.5
95646,216267,5.0
135376,251597,3.5
